Unnamed: 0,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,SalePrice
1128,5,6,1951,1991,0.0,884,0,884,1,0,2,4,0,1.0,270.0,0,0,142000
66,7,8,1930,1995,0.0,567,531,1098,1,0,2,5,1,1.0,216.0,0,0,148500
24,5,5,1955,1955,0.0,1056,0,1056,1,0,3,5,0,2.0,572.0,264,0,145000
144,8,5,2010,2010,0.0,1418,0,1418,1,1,1,6,1,3.0,852.0,160,192,267916
536,7,5,2005,2006,0.0,879,916,1795,2,1,3,7,0,2.0,578.0,164,111,191000
811,6,6,1978,1978,0.0,1026,0,1026,1,0,3,5,0,2.0,576.0,0,0,147000
1512,7,5,2006,2007,0.0,1352,0,1352,2,0,2,5,1,2.0,466.0,0,241,194000
85,9,5,2006,2006,572.0,1666,0,1666,2,0,2,6,1,2.0,575.0,228,75,310090
1976,7,5,1998,1998,30.0,1195,644,1839,2,1,4,7,0,2.0,486.0,0,81,221000
1303,7,5,1990,1990,272.0,1271,1232,2503,2,1,3,7,1,2.0,564.0,0,99,300000
1491,4,5,1960,1960,0.0,1100,0,1100,1,0,3,6,1,1.0,312.0,355,0,141000
1853,8,5,2006,2007,238.0,1448,0,1448,2,0,2,6,1,2.0,692.0,0,140,238500
1866,9,5,2000,2000,295.0,1533,639,2172,2,1,4,8,1,3.0,687.0,162,153,291000
1407,5,5,1910,2003,0.0,680,680,1360,1,0,2,6,0,1.0,330.0,192,50,111000
1175,7,5,2007,2007,130.0,1555,0,1555,2,0,2,7,1,3.0,660.0,143,20,174000
362,3,4,1920,1950,0.0,840,0,840,1,0,2,5,0,1.0,250.0,112,0,64000
1652,6,5,1992,1992,0.0,1055,790,1845,2,1,3,8,1,2.0,462.0,635,104,189000
1703,8,5,2004,2005,42.0,1836,0,1836,2,0,3,7,1,3.0,862.0,125,185,280000
1026,5,6,1900,1993,0.0,928,928,2168,2,0,5,11,0,2.0,576.0,467,160,123000
1030,6,5,2000,2000,0.0,948,742,1690,2,1,3,7,1,2.0,463.0,100,48,181000
1773,8,5,1998,1999,0.0,1036,880,1916,2,1,3,8,1,3.0,741.0,0,70,254900
1649,6,5,1993,1994,0.0,763,892,1655,2,1,3,7,1,2.0,440.0,157,84,175900
1464,5,7,1958,2008,0.0,858,0,858,1,0,2,4,0,0.0,0.0,117,0,116500
665,5,7,1979,1979,40.0,914,0,914,1,0,2,5,0,2.0,444.0,0,0,134900
364,8,5,2007,2007,164.0,1542,0,1542,2,0,3,6,1,3.0,852.0,168,110,260261
77,4,6,1927,1950,0.0,520,0,520,1,0,1,4,0,1.0,240.0,49,0,68500
27,5,6,1937,1995,0.0,1265,673,1938,2,0,4,7,1,1.0,240.0,0,40,198000
1473,7,5,2004,2005,0.0,716,716,1432,2,1,3,6,1,2.0,432.0,100,51,188500
525,5,6,1951,1951,0.0,1342,0,1342,1,0,4,7,0,1.0,256.0,0,0,125000
1883,6,5,2005,2006,0.0,728,728,1456,2,1,3,8,1,2.0,390.0,0,24,170440
55,6,7,1969,1969,143.0,663,689,1352,1,1,4,7,0,1.0,299.0,379,36,158000
638,5,6,1949,1950,0.0,1001,1001,2002,2,0,4,8,0,3.0,871.0,0,0,145000
302,7,7,1941,1950,0.0,860,704,1564,1,1,3,7,1,1.0,234.0,0,0,174500
718,5,8,1950,2006,0.0,1337,0,1337,1,0,3,7,1,1.0,264.0,0,192,141500
624,4,7,1948,1950,0.0,624,312,936,1,0,3,5,0,1.0,265.0,0,0,97900
7,5,5,1959,1959,180.0,1188,0,1188,1,0,3,6,0,2.0,531.0,0,0,142000
803,5,7,1978,1978,124.0,941,0,941,1,0,2,4,0,2.0,564.0,0,40,145000
1049,5,6,1979,1979,0.0,1100,1133,2233,2,1,5,11,0,2.0,579.0,0,0,141000
336,6,8,1935,1998,0.0,861,517,1378,1,0,3,6,0,1.0,162.0,54,0,128900
47,7,6,1931,2000,0.0,851,651,1502,1,1,3,6,1,1.0,270.0,0,0,149000
1519,6,5,1975,1975,355.0,1012,0,1012,2,0,4,4,0,0.0,0.0,0,0,127500
106,7,5,2000,2000,0.0,673,709,1382,2,1,3,6,0,2.0,490.0,153,50,165000
349,5,5,1991,1991,0.0,624,650,1274,1,1,3,6,0,2.0,576.0,22,0,136000
1079,6,5,1938,1950,0.0,861,548,1409,1,1,3,6,1,2.0,528.0,225,0,126000
238,6,7,1964,1964,260.0,1092,0,1092,1,0,3,6,0,2.0,504.0,0,0,145000
213,5,8,1963,2003,0.0,960,0,960,1,0,3,6,0,1.0,300.0,168,0,144900
1284,8,5,2005,2006,0.0,1082,871,1953,2,1,3,9,1,3.0,1043.0,160,50,252000
1169,5,6,1982,2005,0.0,845,0,845,1,0,3,6,0,1.0,264.0,0,0,134500
793,7,5,1998,1999,0.0,1680,0,1680,2,0,3,7,1,2.0,583.0,78,73,213250
1096,6,7,1978,1978,203.0,672,728,1400,1,1,3,6,1,2.0,440.0,0,0,149500
1210,7,6,1967,1967,264.0,1334,0,1334,2,0,3,7,0,2.0,477.0,0,20,164500
1769,6,5,1990,1991,0.0,1332,0,1332,2,0,2,5,0,2.0,542.0,0,60,145000
1622,5,7,1963,1963,0.0,1053,0,1053,1,0,3,6,0,2.0,692.0,240,0,142100
1957,7,5,2005,2005,0.0,1113,858,1971,2,1,3,8,1,2.0,689.0,0,48,253000
523,6,6,1939,1950,0.0,825,587,1412,1,0,4,6,1,1.0,280.0,45,0,132500
232,7,5,1915,1970,0.0,961,756,1717,1,0,3,7,1,3.0,642.0,0,35,140000
644,4,4,1910,1950,0.0,833,677,1510,2,0,3,7,0,2.0,720.0,0,0,87500
1547,8,5,2005,2006,226.0,1595,0,1595,2,0,2,6,1,3.0,880.0,144,0,221500
533,5,6,1941,1950,0.0,854,444,1298,1,0,3,6,2,1.0,256.0,84,0,122000
1548,4,5,1995,1996,0.0,1680,0,1680,2,0,4,7,0,2.0,628.0,152,0,170000
603,5,6,1962,2002,0.0,1211,0,1211,1,0,2,6,1,2.0,576.0,161,0,144000
1240,7,5,2003,2003,196.0,847,1139,1986,2,1,4,9,1,2.0,434.0,120,48,213000
1074,4,4,1955,1955,270.0,1440,0,1440,2,0,4,8,0,0.0,0.0,0,0,118000
2019,5,5,2005,2005,0.0,768,768,1536,2,1,3,6,0,2.0,400.0,0,40,167000
60,8,7,1999,2007,348.0,1164,1106,2270,2,1,4,9,1,3.0,671.0,132,57,290000
2009,4,4,1971,1971,0.0,874,0,874,1,0,3,5,0,2.0,576.0,63,0,97500
92,7,5,1994,1994,0.0,754,786,1540,2,1,3,6,0,2.0,495.0,140,32,184000
666,5,6,1959,1959,0.0,1328,0,1328,1,1,2,5,2,1.0,308.0,0,104,170000
280,5,5,1920,1950,0.0,1167,0,1167,1,0,3,6,1,2.0,495.0,0,0,144000
1144,6,6,1974,2002,250.0,1494,0,1494,2,0,3,7,2,2.0,461.0,296,0,169000
359,8,6,1995,1995,660.0,2113,0,2113,2,1,2,7,1,3.0,839.0,236,46,350000
1159,5,2,1920,1950,0.0,1077,0,1077,1,0,2,6,0,1.0,338.0,0,0,67000
1200,6,5,1983,1983,0.0,1080,0,1080,1,1,3,5,0,2.0,484.0,120,0,134000
847,7,5,2004,2005,0.0,1245,0,1245,2,0,1,5,0,2.0,495.0,0,100,178000
1412,7,5,2003,2004,418.0,1760,0,1760,2,0,3,8,1,2.0,583.0,165,190,269500
110,5,6,1939,1950,0.0,868,690,1558,1,1,3,7,1,2.0,400.0,0,36,150000
42,5,6,1978,1978,104.0,1110,0,1110,1,0,1,4,1,2.0,602.0,303,30,165500
125,9,3,1977,1977,1050.0,1599,1345,2944,2,2,3,9,1,3.0,864.0,140,70,150000
204,7,5,2007,2007,16.0,728,728,1456,2,1,3,7,0,2.0,400.0,100,24,177594
52,7,5,1978,1978,184.0,1392,1392,2784,3,1,5,12,2,2.0,564.0,0,112,250000
545,7,7,1967,1967,0.0,1620,0,1620,2,0,4,8,1,2.0,578.0,0,62,215000
68,9,5,2006,2006,510.0,1802,0,1802,2,1,3,7,1,3.0,843.0,158,105,372000
1916,5,6,1950,1950,0.0,910,525,1435,1,0,3,6,0,1.0,308.0,0,33,128250
1587,6,7,1977,2001,28.0,1610,0,1610,2,0,3,6,2,2.0,480.0,168,68,205000
183,1,5,1952,1952,0.0,733,0,733,1,0,2,4,0,2.0,487.0,0,0,13100
137,8,5,2006,2006,108.0,1554,0,1554,2,0,2,6,1,2.0,627.0,156,73,209500
899,8,5,2006,2006,0.0,1095,844,1939,2,1,3,8,1,3.0,1053.0,192,51,266000
796,6,6,1973,1973,567.0,525,567,1092,1,1,3,6,0,1.0,264.0,144,0,113500
132,6,5,1977,1977,0.0,855,601,1456,2,1,3,6,1,2.0,440.0,0,28,137900
80,5,7,1910,1950,0.0,616,616,1232,1,0,3,6,0,2.0,480.0,280,0,114000
1910,8,5,2003,2003,188.0,1008,1275,2283,2,1,4,9,1,3.0,632.0,120,46,270000
1580,5,7,1961,1994,0.0,1236,0,1236,1,0,3,6,1,1.0,288.0,0,0,135000
541,9,5,2001,2001,179.0,1310,0,1310,1,1,1,5,1,2.0,545.0,277,45,285000
1635,4,6,1953,1953,0.0,1647,0,1647,1,0,3,6,1,1.0,280.0,225,0,153000
983,6,5,2006,2007,0.0,616,796,1412,2,1,3,6,1,2.0,432.0,0,36,156932
165,5,3,1976,1976,0.0,536,576,1112,1,1,3,4,0,1.0,336.0,182,0,85000
248,4,6,1957,1957,0.0,907,0,907,1,0,3,5,0,1.0,352.0,0,0,109008
446,6,6,1970,1970,571.0,1442,0,1442,2,0,2,6,1,2.0,615.0,371,0,185000
1179,6,5,2003,2003,120.0,1700,0,1700,2,0,3,7,0,2.0,544.0,192,23,200000
858,6,7,1914,1995,0.0,1440,1440,3395,2,0,8,14,0,0.0,0.0,0,110,200000
1242,8,5,2006,2007,176.0,1342,0,1342,2,0,2,6,1,2.0,550.0,0,35,234250
97,5,5,1956,1956,0.0,1074,0,1074,1,0,2,6,1,2.0,396.0,0,72,124000
2026,7,7,1927,1992,0.0,867,851,1718,2,1,4,8,1,2.0,264.0,291,0,238000
737,4,5,1954,1954,0.0,1383,0,1383,1,0,2,6,0,2.0,498.0,0,0,122000
1287,5,7,1918,1950,0.0,686,564,1250,1,1,3,7,0,1.0,280.0,207,0,116000
102,8,9,1976,2007,0.0,1671,0,1671,3,0,3,6,1,2.0,550.0,280,90,290000
434,7,5,2003,2003,0.0,1129,1198,2327,2,1,4,9,1,2.0,596.0,0,57,240000
74,7,5,2005,2005,228.0,1616,0,1616,2,0,3,7,0,3.0,834.0,208,59,232000
1839,7,6,2007,2007,0.0,874,887,1761,3,0,3,7,0,2.0,578.0,144,105,227875
1232,8,5,2004,2005,186.0,1646,0,1646,2,0,2,5,1,2.0,525.0,128,53,246000
918,5,6,1890,1996,0.0,1188,561,1869,1,0,2,7,0,2.0,456.0,48,0,124900
1755,6,6,1975,1975,0.0,855,601,1456,2,1,4,7,0,2.0,460.0,0,0,143000
1918,6,7,1932,1950,480.0,1096,895,1991,1,1,3,7,1,2.0,432.0,0,0,220000
1770,5,3,1964,1964,0.0,1298,0,1298,2,0,3,5,0,2.0,504.0,0,144,114000
762,8,5,2007,2007,0.0,866,902,1768,2,1,3,7,0,2.0,578.0,144,105,212000
989,8,5,2004,2005,0.0,1580,886,2466,3,0,4,8,1,2.0,610.0,159,214,340000
388,5,6,1968,1993,0.0,1721,0,1721,2,1,3,7,1,2.0,440.0,0,96,180000
235,5,8,1910,2002,0.0,764,700,1464,2,0,3,7,0,0.0,0.0,0,0,129000
1546,9,5,2005,2005,278.0,1565,0,1565,2,0,2,6,1,2.0,556.0,196,56,282500
267,4,3,1964,1964,0.0,1005,0,1005,1,0,3,5,0,2.0,440.0,0,0,115400
1662,7,5,2003,2004,95.0,835,828,1663,2,1,3,8,0,2.0,478.0,168,68,192500
117,9,5,2000,2000,260.0,1638,0,1638,2,0,2,5,1,2.0,495.0,230,68,300000
1647,9,5,2003,2003,724.0,2452,0,2452,2,0,3,10,1,3.0,886.0,0,116,445000
673,8,5,1999,1999,466.0,962,624,1586,2,1,3,7,0,2.0,480.0,169,0,170000
249,2,4,1939,1950,0.0,640,0,845,1,0,1,4,0,1.0,256.0,48,0,68104
1490,6,7,1947,1950,0.0,1004,660,1664,2,0,3,7,2,2.0,420.0,0,24,159000
2047,4,5,1940,1950,0.0,861,0,861,1,0,1,4,0,2.0,539.0,158,0,82500
94,5,7,1964,1964,86.0,1152,0,1152,1,0,3,6,1,2.0,484.0,227,0,180500
33,6,6,1952,1952,0.0,948,0,948,1,0,2,5,0,2.0,410.0,0,48,125000
1502,7,5,2005,2005,0.0,1734,0,1734,2,0,3,7,0,2.0,660.0,160,24,260000
1711,5,5,1978,1978,136.0,1040,0,1040,2,0,3,5,0,0.0,0.0,0,0,124000
448,7,5,1998,1998,227.0,1070,869,1939,2,1,3,8,1,3.0,555.0,128,84,227000
716,6,8,1978,1978,40.0,1034,0,1034,1,0,3,6,1,2.0,504.0,311,0,153000
1394,5,3,1934,1950,0.0,687,425,1112,2,0,4,6,0,1.0,226.0,0,0,63000
1557,7,5,2002,2002,0.0,1611,0,1611,2,0,3,6,0,3.0,1231.0,262,93,250000
0,6,8,1976,2005,289.0,725,754,1479,2,1,3,6,0,2.0,475.0,0,44,130500
1787,8,5,2004,2005,186.0,1646,0,1646,2,0,2,5,1,2.0,525.0,128,53,300000
1101,5,5,1968,1968,0.0,1560,0,1560,2,0,4,8,0,3.0,792.0,0,0,126000
1108,7,6,2007,2007,212.0,1564,0,1564,2,0,3,6,0,3.0,814.0,0,24,218836
1803,5,6,1976,2003,0.0,1178,0,1178,1,1,3,6,0,2.0,502.0,0,44,135000
82,5,8,1915,1950,0.0,876,540,1416,1,1,4,7,1,3.0,720.0,418,0,153900
1320,8,5,2007,2007,270.0,1482,1092,2574,2,1,3,10,1,3.0,868.0,0,148,276000
676,8,5,2007,2007,0.0,896,896,1792,2,1,3,8,0,2.0,590.0,184,96,255000
1488,5,4,1900,1950,0.0,889,551,1440,1,0,3,6,0,1.0,352.0,0,0,79000
1046,5,6,1955,1975,0.0,1411,0,1411,1,0,3,7,1,1.0,310.0,278,82,130000
770,7,5,1986,1987,172.0,1553,1177,2730,2,1,4,8,1,2.0,576.0,201,96,301000
1359,5,5,1898,1965,0.0,1075,1063,2138,2,0,2,11,0,2.0,360.0,40,156,106000
1469,6,5,2003,2003,170.0,848,0,848,1,0,1,4,0,2.0,420.0,140,0,143750
1620,5,5,1979,1979,0.0,1513,0,1513,2,0,4,8,0,2.0,400.0,0,0,113722
1996,4,5,1924,1950,0.0,834,596,1430,2,0,3,7,0,2.0,370.0,218,0,107000
404,8,5,2002,2002,232.0,1687,563,2250,2,1,3,7,1,3.0,756.0,238,130,320000
1934,8,5,2003,2004,470.0,2200,0,2200,2,1,3,8,1,3.0,685.0,208,55,382500
1331,5,5,1953,1953,140.0,1210,0,1210,1,1,2,7,0,1.0,616.0,208,0,102900
1531,4,4,1955,1955,0.0,1040,500,1540,1,0,4,7,0,1.0,352.0,0,0,115000
104,6,5,2001,2002,0.0,804,1157,1961,2,1,3,7,1,2.0,560.0,125,192,215000
688,5,6,1968,1968,0.0,732,732,1464,1,1,4,7,0,2.0,470.0,0,40,141000
1338,7,5,1998,1998,0.0,1425,0,1425,2,0,3,5,0,2.0,591.0,0,130,193000
826,5,6,1947,1993,0.0,1054,0,1054,1,0,3,6,0,1.0,240.0,0,60,124000
62,7,7,1977,2001,0.0,1483,0,1483,1,1,1,4,2,2.0,690.0,496,0,270000
852,8,5,2005,2006,366.0,1844,0,1844,2,0,2,7,1,2.0,620.0,165,44,257000
1386,5,5,1977,1977,144.0,1008,0,1008,1,0,1,4,1,2.0,678.0,201,66,153500
223,6,7,1960,1975,0.0,1252,0,1252,1,0,1,4,1,2.0,564.0,409,0,235000
145,6,6,1931,1950,0.0,959,408,1367,1,0,3,6,1,1.0,560.0,0,0,127500
1088,5,6,1924,1950,0.0,784,0,784,1,0,2,5,0,0.0,0.0,0,0,109500
373,7,5,2000,2000,0.0,774,656,1430,2,1,3,8,1,2.0,400.0,100,0,170000
1457,5,3,1961,1961,203.0,1235,0,1235,1,0,2,6,0,2.0,480.0,0,0,98600
1142,8,8,1980,1980,115.0,2014,0,2014,2,0,2,6,2,3.0,864.0,462,0,275000
1875,3,5,1953,1953,0.0,2034,0,2034,1,0,2,9,0,4.0,1041.0,483,266,130000
1764,8,5,2003,2004,186.0,1105,1295,2400,3,1,4,10,1,3.0,730.0,114,40,290000
1642,5,7,1959,2006,54.0,1053,0,1053,1,1,3,5,0,1.0,312.0,0,0,145500
1302,5,6,1915,1950,0.0,966,686,1652,2,0,4,7,0,1.0,416.0,0,0,139000
9,5,5,1969,1969,192.0,1040,1040,2080,1,2,5,9,2,2.0,504.0,335,0,135000
449,6,5,2005,2005,0.0,738,738,1476,2,1,3,7,0,2.0,540.0,100,35,173500
708,4,4,1925,1950,0.0,672,0,672,1,0,2,4,0,0.0,0.0,0,0,72000
255,4,6,1940,1985,0.0,1095,561,1656,2,0,2,8,0,2.0,440.0,187,0,119164
882,7,8,1929,2001,0.0,854,0,854,1,0,2,5,0,2.0,576.0,48,112,132000
389,6,5,1976,1976,335.0,1034,0,1034,1,0,3,6,0,3.0,888.0,0,0,169900
908,5,6,1961,1990,0.0,1433,0,1433,1,0,3,7,1,2.0,441.0,144,0,161000
924,3,4,1950,1950,0.0,1040,0,1040,2,0,2,6,0,2.0,400.0,0,0,92900
1747,6,5,1969,1969,0.0,1092,1020,2112,2,1,4,9,2,2.0,576.0,280,0,206900
1263,8,5,1995,1996,506.0,1490,1304,2794,2,1,4,9,1,3.0,810.0,0,146,403000
460,5,5,1955,1955,0.0,960,0,960,1,0,2,5,0,1.0,330.0,0,70,122000
1301,4,1,1910,1950,0.0,866,504,1484,2,0,3,6,0,1.0,264.0,14,211,50000
1744,5,5,1962,1962,288.0,876,936,1812,2,0,4,8,1,1.0,264.0,0,168,169500
1168,7,5,2003,2003,0.0,807,702,1509,2,1,3,8,1,2.0,393.0,0,75,180000
958,8,5,1999,2000,320.0,1004,848,1852,2,1,3,7,2,3.0,660.0,224,106,230000
501,3,5,1890,1998,0.0,725,0,725,1,1,1,4,0,1.0,320.0,0,30,78500
739,8,5,2006,2006,0.0,1656,0,1656,2,0,3,7,0,3.0,826.0,0,146,249700
2000,6,6,1959,1959,0.0,864,0,864,1,0,2,5,0,1.0,300.0,0,0,127500
868,5,7,1967,2004,89.0,899,0,899,1,0,3,5,0,1.0,288.0,64,0,130000
731,6,5,1996,1997,42.0,888,868,1756,2,1,3,7,0,2.0,422.0,144,122,204000
539,6,8,1910,2003,0.0,1001,634,1635,1,0,2,5,0,1.0,255.0,394,0,117000
1201,7,5,1993,1993,256.0,1372,1274,2646,2,1,4,9,1,3.0,656.0,340,60,260000
697,6,5,1974,1974,0.0,855,467,1322,2,1,3,6,1,2.0,440.0,260,0,147000
1428,1,3,1946,1950,0.0,334,0,334,1,0,1,2,0,0.0,0.0,0,0,39300
1963,7,6,1978,1978,256.0,1154,896,2050,2,1,4,8,1,2.0,529.0,192,192,154000
1145,5,7,1921,1950,0.0,616,0,616,1,0,2,4,0,1.0,205.0,0,0,89000
1031,5,7,1955,1995,0.0,825,0,825,1,0,2,4,0,2.0,720.0,140,50,125000
372,5,6,1963,1963,0.0,925,0,925,1,0,2,5,0,2.0,484.0,203,74,133500
667,6,8,1926,1991,0.0,686,775,1461,1,0,3,6,1,1.0,225.0,0,0,135000
1565,8,5,2001,2001,86.0,1312,0,1312,2,0,2,5,0,2.0,471.0,256,28,180500
357,6,9,1937,2000,0.0,786,390,1176,1,0,2,4,0,2.0,624.0,210,0,134900
967,6,8,1976,1976,0.0,1262,0,1262,2,0,3,6,1,2.0,460.0,298,0,181500
783,4,4,1949,1950,0.0,720,472,1192,1,1,4,6,0,0.0,0.0,0,0,135000
735,6,5,2007,2007,22.0,752,752,1504,2,1,3,6,0,2.0,440.0,100,32,166000
1035,10,9,1892,1993,0.0,1518,1518,3608,2,1,4,12,2,3.0,840.0,0,260,475000
970,3,3,1946,1950,0.0,666,0,666,1,0,2,4,0,0.0,0.0,0,52,64500
1564,3,6,1910,1950,0.0,600,368,968,1,0,2,6,0,0.0,0.0,0,0,37900
1526,5,5,1955,1955,0.0,1360,0,1360,1,0,3,6,1,2.0,572.0,0,50,130000
1563,5,6,1946,1994,0.0,1636,971,3086,3,0,3,12,1,0.0,0.0,122,0,200500
1383,4,5,1954,1954,0.0,894,0,894,1,0,3,5,0,2.0,400.0,0,0,110000
1530,5,5,1968,1968,188.0,1159,0,1159,1,1,3,7,1,1.0,336.0,466,0,158000
1683,5,7,1925,1950,0.0,1078,0,1078,1,0,3,6,0,1.0,264.0,0,0,125000
1252,4,7,1946,2006,0.0,930,0,930,1,0,2,6,0,1.0,308.0,0,0,84900
1737,8,5,1992,1993,692.0,1520,1306,2826,2,1,3,9,3,3.0,888.0,177,208,334000
1774,5,3,1950,1950,0.0,1238,0,1238,1,1,3,6,1,1.0,357.0,0,171,102000
1236,7,5,1994,2001,0.0,1029,929,1958,2,1,3,7,1,2.0,499.0,202,93,220000
885,4,7,1920,1994,0.0,985,0,985,1,0,2,4,0,2.0,676.0,0,0,105000
79,5,7,1925,2003,0.0,936,665,1601,2,0,3,6,0,0.0,0.0,0,0,129850
1172,5,5,1967,1967,60.0,892,0,892,1,0,3,5,0,1.0,288.0,0,0,100000
814,3,3,1914,1950,0.0,864,0,864,1,0,2,5,0,0.0,0.0,0,0,67000
1317,3,8,1930,2001,0.0,713,0,713,1,0,2,5,0,1.0,371.0,0,75,99800
671,5,5,1961,1961,0.0,1187,0,1187,1,0,2,6,1,2.0,440.0,128,0,140500
1571,9,5,1981,1987,0.0,1842,0,1842,0,1,0,5,1,3.0,894.0,857,72,385000
57,5,6,1954,1975,0.0,936,0,936,1,0,2,5,0,1.0,240.0,0,0,121000
133,8,5,1993,1993,0.0,1719,0,1719,1,1,1,6,2,2.0,473.0,122,30,324000
1140,8,5,1998,1998,0.0,1220,1142,2362,2,1,3,8,2,2.0,1105.0,147,0,312500
933,4,4,1959,1959,0.0,1120,468,1588,2,0,4,7,1,2.0,680.0,0,59,134432
1728,6,5,2005,2006,0.0,768,768,1536,2,1,3,6,1,2.0,400.0,100,38,176000
823,8,5,2003,2003,603.0,1690,1589,3279,3,1,4,12,1,3.0,841.0,503,36,538000
1214,8,5,2008,2008,0.0,1468,0,1468,2,0,3,6,1,3.0,904.0,192,142,239900
504,8,5,2003,2003,72.0,1589,0,1589,2,0,2,7,1,3.0,630.0,143,20,226500
1828,7,7,1984,1998,0.0,1621,0,1621,2,0,3,8,0,2.0,440.0,108,45,202500
347,6,6,1975,1975,0.0,811,741,1552,2,1,3,6,1,2.0,434.0,209,208,179900
386,5,8,1972,1972,0.0,864,0,864,1,0,3,5,0,1.0,297.0,0,0,119900
1024,7,5,2007,2007,0.0,1316,0,1316,2,0,3,6,1,2.0,440.0,0,20,200141
894,5,7,1940,1996,0.0,908,0,908,1,0,2,4,0,2.0,512.0,284,24,138500
828,4,5,1915,1950,0.0,1313,0,2377,2,0,3,8,1,2.0,528.0,0,0,142900
1943,5,5,1967,1967,323.0,943,0,943,1,0,2,5,0,2.0,528.0,132,0,134500
475,8,5,2002,2002,630.0,1800,0,1800,2,0,3,7,1,3.0,765.0,270,78,312500
1509,5,6,1975,1975,0.0,924,0,924,1,0,3,5,0,1.0,280.0,0,0,110000
1964,9,5,2006,2007,710.0,2338,0,2338,2,1,4,8,2,3.0,1110.0,0,135,591587
1432,5,4,1967,1967,0.0,1632,0,1632,2,0,4,8,0,2.0,576.0,0,0,143000
652,5,6,1913,2002,0.0,694,0,694,1,0,2,4,1,1.0,352.0,0,0,90350
172,7,5,2009,2010,0.0,1218,0,1218,2,0,2,4,0,2.0,676.0,0,136,204500
1149,7,5,2005,2006,196.0,1552,0,1552,2,0,3,7,0,3.0,782.0,144,20,212900
38,7,6,1973,1973,320.0,1242,0,1242,1,1,3,6,1,2.0,528.0,0,0,175500
713,6,7,1940,1989,0.0,1014,658,1672,1,1,3,6,1,1.0,240.0,0,11,164900
90,6,6,1969,1969,0.0,1427,0,1427,2,0,4,7,0,2.0,516.0,0,0,183000
1989,5,6,1961,1983,0.0,1144,0,1144,1,0,3,6,1,1.0,264.0,165,0,131400
1205,6,5,2005,2006,0.0,704,718,1422,2,1,3,7,1,2.0,440.0,36,28,173000
875,6,6,1960,1993,276.0,1081,0,1081,1,0,3,5,0,1.0,401.0,36,82,148000
1384,4,6,1920,1950,0.0,1101,600,1701,2,0,4,8,0,0.0,0.0,0,0,94550
1940,5,5,2003,2004,126.0,1094,0,1094,1,0,3,6,0,2.0,576.0,0,0,149000
1093,5,3,1936,1950,0.0,879,0,879,1,0,2,4,0,1.0,180.0,0,108,80000
1155,5,5,2005,2005,0.0,734,1104,1838,2,1,4,7,1,2.0,372.0,100,40,192140
1324,8,5,1994,1995,0.0,1803,0,1803,2,1,3,6,2,2.0,482.0,129,64,285000
1800,7,5,2003,2004,292.0,1006,1040,2046,2,1,3,8,1,3.0,871.0,320,62,284000
2011,6,6,1959,1959,243.0,1252,0,1252,1,0,3,7,0,2.0,528.0,0,39,142000
499,5,5,1979,1979,0.0,1535,0,1535,2,0,4,8,0,2.0,400.0,0,0,118858
338,8,5,2007,2007,99.34802631578947,955,925,1880,2,1,3,8,1,3.0,880.0,168,127,310013
1188,9,5,2008,2008,406.0,1641,0,1641,2,0,3,7,0,3.0,885.0,0,95,316500
28,5,6,1895,2006,0.0,1034,957,1991,2,0,4,9,0,0.0,0.0,0,0,119600
1217,5,5,1963,1963,0.0,999,0,999,1,0,3,6,0,1.0,308.0,40,176,130000
1358,8,5,2007,2007,328.0,1734,0,1734,2,0,3,7,1,3.0,928.0,0,0,318000
1869,5,6,1956,1956,70.0,1728,0,1728,2,0,3,7,1,2.0,576.0,0,99,177625
945,5,5,1948,2001,0.0,1072,213,1285,1,0,2,6,0,1.0,240.0,0,0,127000
169,5,5,1984,1984,0.0,1126,0,1126,1,0,2,5,0,2.0,506.0,178,0,152000
1441,6,7,1950,1987,0.0,1074,0,1074,1,0,3,6,1,1.0,467.0,0,52,144500
1197,5,5,1976,1976,0.0,1142,0,1142,1,1,3,6,1,2.0,528.0,536,90,134000
1253,5,5,1958,1958,0.0,988,0,988,1,0,2,5,0,1.0,264.0,0,0,119000
1808,6,6,1975,2000,248.0,1109,766,1875,3,0,3,8,1,2.0,485.0,48,28,184500
912,7,7,1925,2007,0.0,952,596,1548,2,1,3,5,0,2.0,672.0,74,0,205000
491,4,5,1972,1972,0.0,1181,0,1181,2,0,3,6,0,2.0,588.0,0,0,137500
953,7,5,2006,2006,0.0,939,858,1797,2,1,3,8,0,2.0,639.0,144,53,213500
1097,4,5,1940,1950,0.0,755,755,1510,1,0,4,7,1,1.0,296.0,120,0,108000
1032,6,6,1968,1968,0.0,829,727,1556,1,1,4,8,0,2.0,441.0,0,0,154000
587,5,6,1968,1968,0.0,874,0,874,1,0,3,5,0,1.0,288.0,33,0,130000
750,6,5,1999,2000,0.0,1675,0,1675,2,0,3,6,0,2.0,435.0,165,52,195000
657,6,6,1977,1977,0.0,1118,0,1118,1,0,3,6,1,1.0,358.0,203,0,171000
234,7,5,2005,2005,182.0,1166,0,1166,2,0,2,5,0,2.0,400.0,212,0,190000
732,5,6,1966,2006,0.0,1228,0,1228,1,1,3,6,0,1.0,271.0,0,65,149350
